start_date,end_date,years,num_investments,total_invested,final_value,total_return,total_return_pct,xirr,simple_cagr,cagr,avg_purchase_price,final_price
2008-09-11,2018-09-11,9.998631074606434,121,121000,1619264.3120071108,1498264.3120071108,1238.234968600918,48.99015333439056,29.618998302684375,48.99015333439056,0.012322962351256923,0.16491019135204604
2008-12-11,2018-12-11,9.998631074606434,121,121000,1003590.3833941121,882590.3833941121,729.413539995134,39.86968872578126,23.563354805781913,39.86968872578126,0.013132063757534266,0.10891911488578297
2009-03-11,2019-03-11,9.998631074606434,121,121000,1001083.0682221933,880083.0682221933,727.3413786960275,39.84375277162705,23.532445422950275,39.84375277162705,0.015155577876656667,0.1253883669540814
2009-06-11,2019-06-11,9.998631074606434,121,121000,952766.1252317919,831766.1252317919,687.4100208527205,38.89983026331487,22.92277720523346,38.89983026331487,0.017762305027060492,0.13986216971750084
2009-09-11,2019-09-11,9.998631074606434,121,121000,943666.6309343387,822666.6309343387,679.8897776316849,38.707461762839486,22.80485473726468,38.707461762839486,0.019883961269226858,0.1550729813269437
2009-12-11,2019-12-11,9.998631074606434,121,121000,1022017.8896391961,901017.8896391961,744.6428839993356,40.2155882419835,23.788414354152,40.2155882419835,0.021635935127439405,0.18274638644062952
2010-03-11,2020-03-11,10.001368925393566,121,121000,746356.0002952346,625356.0002952346,516.8231407398633,34.31969093016444,19.95138051410088,34.31969093016444,0.023492567853606143,0.14490759487505692
2010-06-11,2020-06-11,10.001368925393566,121,121000,945790.8710527768,824790.8710527768,681.6453479775015,38.7486631420458,22.82555968610176,38.7486631420458,0.02525708092090138,0.19742079805313872
2010-09-11,2020-09-11,10.001368925393566,121,121000,1246238.5983759277,1125238.5983759277,929.9492548561385,43.95820579134488,26.260562549135912,43.95820579134488,0.02798836623721403,0.28826596950659295
2010-12-11,2020-12-11,10.001368925393566,121,121000,1507658.434403892,1386658.434403892,1145.9987061189188,47.60691465794236,28.68761864592877,47.60691465794236,0.030520296035933522,0.3802824937113954
2011-03-11,2021-03-11,10.001368925393566,121,121000,1579443.214645126,1458443.214645126,1205.3249707810958,48.52797984670194,29.2875165680184,48.52797984670194,0.03261958683366258,0.4257916123054203
2011-06-11,2021-06-11,10.001368925393566,121,121000,1768001.493773093,1647001.493773093,1361.1582593166056,50.69823597041009,30.7536388593753,50.69823597041009,0.03493913957507281,0.5105161236353332
2011-09-11,2021-09-11,10.001368925393566,120,120000,2146217.514546582,2026217.514546582,1688.514595455485,54.49988556302841,33.42343134577366,54.49988556302841,0.037846447619430845,0.6768892395349355
2011-12-11,2021-12-11,10.001368925393566,120,120000,2227049.2234098986,2107049.2234098986,1755.874352841582,55.23443807964021,33.91754954633719,55.23443807964021,0.04183400973625825,0.7763866574604672
2012-03-11,2022-03-11,9.998631074606434,121,121000,1007968.9557800873,886968.9557800873,733.0321948595763,39.969936026206696,23.617166177571548,39.969936026206696,0.046516123872660325,0.38749428766002164
2012-06-11,2022-06-11,9.998631074606434,120,120000,582083.5779175917,462083.57791759167,385.0696482646597,29.735685482123202,17.10887245051802,29.735685482123202,0.04998734919098469,0.24247345889753666
2012-09-11,2022-09-11,9.998631074606434,120,120000,586764.5953354258,466764.5953354258,388.97049611285485,29.88818455577644,17.202723188195577,29.88818455577644,0.05491610947644697,0.2685235729528612
2012-12-11,2022-12-11,9.998631074606434,120,120000,374168.33803581767,254168.33803581767,211.8069483631814,21.562226617588827,12.045737810132673,21.562226617588827,0.06030328994332121,0.1880298481348711
2013-03-11,2023-03-11,9.998631074606434,120,120000,338890.43434566044,218890.43434566044,182.40869528805038,19.730769837860045,10.941486192158223,19.730769837860045,0.06665706066073836,0.1882453353293555
2013-06-11,2023-06-11,9.998631074606434,120,120000,541480.0089378209,421480.0089378209,351.2333407815174,28.410148737950614,16.265021867100593,28.410148737950614,0.0734158276367889,0.33127669170788315
2013-09-11,2023-09-11,9.998631074606434,121,121000,565802.8031876604,444802.8031876604,367.6056224691408,29.157304504348485,16.680194354307964,29.157304504348485,0.08112471307313013,0.37934371954191465
2013-12-11,2023-12-11,9.998631074606434,121,121000,570967.9899173168,449967.9899173168,371.87437183249324,29.33000688878015,16.78629061534489,29.33000688878015,0.0882711824576466,0.41652908773113384
2014-03-11,2024-03-11,10.001368925393566,121,121000,685292.2307301052,564292.2307301052,466.35721547942575,32.72718821025805,18.932003769848382,32.72718821025805,0.09496340690982658,0.5378321070988904
2014-06-11,2024-06-11,10.001368925393566,121,121000,740604.2525923474,619604.2525923474,512.0696302416095,34.16558549461591,19.85863124944376,34.16558549461591,0.10279494647046115,0.629176648768812
2014-09-11,2024-09-11,10.001368925393566,121,121000,647583.6658998898,526583.6658998898,435.1931123139585,31.655846167981704,18.26087287257929,31.655846167981704,0.11001944610980996,0.5888164977856702
2014-12-11,2024-12-11,10.001368925393566,121,121000,835343.3701486861,714343.3701486861,590.3664216104844,36.411200506325244,21.309966047353313,36.411200506325244,0.11761546598796364,0.811977683801601
2015-03-11,2025-03-11,10.001368925393566,121,121000,521181.61659498804,400181.61659498804,330.72860875618846,27.64412226361491,15.720870317359603,27.64412226361491,0.1250437604618585,0.5385992497737839
2015-06-11,2025-06-11,10.001368925393566,121,121000,625070.5248180071,504070.52481800714,416.5872105933944,31.010740984624892,17.843220834123418,31.010740984624892,0.1326108688774307,0.6850507884775829
2015-09-11,2025-09-11,10.001368925393566,121,121000,748177.5542877318,627177.5542877318,518.3285572625882,34.35037461579765,19.9806197028251,34.35037461579765,0.1408724162279563,0.8710543788432703
2015-12-11,2025-12-11,10.001368925393566,121,121000,814568.2883448794,693568.2883448794,573.1969325164292,35.94481456925015,21.00487789176548,35.94481456925015,0.15138421565172505,1.0191138960814692
